
## AOE_damage_bonus_to_spells:
```
aetherwalker_armour_b_Big_armours_psyker_Reverse_damage_based_on_warp_heat (biggodlike)
empyrean_armour_b_Big_armours_psyker_Reverse_damage_based_on_warp_heat (biggodlike)
force_rod_2_a_High_warp_weapon (ancient)
force_rod_3_a_High_warp_weapon (ancient)
force_rod_a_High_warp_weapon (ancient)
force_staff_2_a_High_warp_weapon (ancient)
force_staff_3_a_High_warp_weapon (ancient)
force_staff_a_High_warp_weapon (ancient)
force_sword_2_a_High_warp_weapon (ancient)
force_sword_3_a_High_warp_weapon (ancient)
force_sword_a_High_warp_weapon (ancient)
warpbound_armour_b_Big_armours_psyker_Reverse_damage_based_on_warp_heat (biggodlike)
```


## Rosarius_force_field_on_Crit:
```
assassin_power_sword (godlike)
assassin_power_sword_b_BIG_weapons_assassin_melee_egyeb_Rosarius_force_field_on_Crit (biggodlike)
carthean_sword (godlike)
carthean_sword_b_BIG_weapons_assassin_melee_egyeb_Rosarius_force_field_on_Crit (biggodlike)
death_cult_blade (godlike)
death_cult_blade_b_BIG_weapons_assassin_melee_egyeb_Rosarius_force_field_on_Crit (biggodlike)
exitus_rifle (godlike)
force_rod (godlike)
force_rod_2 (godlike)
force_rod_3 (godlike)
force_staff (godlike)
force_staff_2 (godlike)
force_staff_3 (godlike)
force_sword (godlike)
force_sword_2 (godlike)
force_sword_3 (godlike)
greataxe (godlike)
greataxe_b_BIG_weapons_crusader_melee_axe_Rosarius_force_field_on_Crit (biggodlike)
greatsword (godlike)
greatsword_b_BIG_weapons_crusader_melee_sword_Rosarius_force_field_on_Crit (biggodlike)
null_rod (godlike)
null_rod_b_BIG_weapons_assassin_melee_egyeb_Rosarius_force_field_on_Crit (biggodlike)
power_axe (godlike)
power_axe_b_BIG_weapons_crusader_melee_axe_Rosarius_force_field_on_Crit (biggodlike)
power_hammer (godlike)
power_sword (godlike)
power_sword_b_BIG_weapons_crusader_melee_sword_Rosarius_force_field_on_Crit (biggodlike)
sniper_rifle (godlike)
thunder_hammer (godlike)
```


## Shield_HP_per_kill:
```

```


## Shock_enemies_on_struck:
```
assault_armor_b_Big_armours_crusader_Shock_enemies_on_struck (biggodlike)
demolition_armor_b_Big_armours_crusader_Shock_enemies_on_struck (biggodlike)
sentinel_armor_b_Big_armours_crusader_Shock_enemies_on_struck (biggodlike)
```


## Shock_on_Crit:
```
chainsword (godlike)
eviscerator (godlike)
greataxe (godlike)
greatsword (godlike)
greatsword_b_BIG_weapons_crusader_melee_sword_Shock_on_Crit (biggodlike)
power_axe (godlike)
power_sword (godlike)
power_sword_b_BIG_weapons_crusader_melee_sword_Shock_on_Crit (biggodlike)
```


## Shock_small_aura_on_kill:
```
arc_blade (godlike)
arc_blade_b_BIG_weapons_assassin_melee_arc_Shock_small_aura_on_kill (biggodlike)
arc_rifle_1skill (godlike)
arc_rifle_2skill (godlike)
arc_sword (godlike)
arc_sword_b_BIG_weapons_assassin_melee_arc_Shock_small_aura_on_kill (biggodlike)
chainsword (godlike)
chainsword_b_BIG_weapons_crusader_melee_chainsaw_Shock_small_aura_on_kill (biggodlike)
eviscerator (godlike)
eviscerator_b_BIG_weapons_crusader_melee_chainsaw_Shock_small_aura_on_kill (biggodlike)
exitus_rifle (godlike)
grav_gun (godlike)
greataxe (godlike)
greataxe_b_BIG_weapons_crusader_melee_axe_Shock_small_aura_on_kill (biggodlike)
heavy_flamer (godlike)
inferno_pistol (godlike)
lasgun (godlike)
laspistol (godlike)
longlas_rifle (godlike)
melta_gun (godlike)
omnissian_axe_1skill (godlike)
omnissian_axe_2skill (godlike)
power_axe (godlike)
power_axe_b_BIG_weapons_crusader_melee_axe_Shock_small_aura_on_kill (biggodlike)
power_hammer (godlike)
power_hammer_b_BIG_weapons_crusader_melee_hammer_Shock_small_aura_on_kill (biggodlike)
radium_carbine_1skill (godlike)
radium_carbine_2skill (godlike)
shotgun (godlike)
sniper_rifle (godlike)
thunder_hammer (godlike)
thunder_hammer_b_BIG_weapons_crusader_melee_hammer_Shock_small_aura_on_kill (biggodlike)
voltaic_axe_1skill (godlike)
voltaic_axe_2skill (godlike)
```


## Skill1_cost_reduction:
```
aetherwalker_armour (godlike)
assault_armor (godlike)
demolition_armor (godlike)
electroid_shielding (godlike)
empyrean_armour (godlike)
fabricator_distortion_armour (godlike)
hololithic_armour (godlike)
necromechanic_raiment (godlike)
sentinel_armor (godlike)
stealth_bodysuit (godlike)
technomartyr_vestment (godlike)
warpbound_armour (godlike)
```


## skull_event_enchant_fake:
```

```


## Slow_on_Crit:
```
arc_rifle_1skill (godlike)
arc_rifle_2skill (godlike)
assault_armor_a_Crit_Slowgroup_armour (ancient)
autogun (godlike)
autopistol (godlike)
bolt_pistol (godlike)
boltgun (godlike)
demolition_armor_a_Crit_Slowgroup_armour (ancient)
fabricator_distortion_armour_a_Crit_Slowgroup_armour (ancient)
grav_gun (godlike)
grav_pistol (godlike)
grav_pistol_b_BIG_weapons_crusader_ranged_normal_speed_overheat_Slow_on_Crit (biggodlike)
greataxe (godlike)
greatsword (godlike)
grenade_launcher (godlike)
heavy_bolter (godlike)
heavy_flamer (godlike)
hololithic_armour_a_Crit_Slowgroup_armour (ancient)
inferno_pistol (godlike)
lasgun (godlike)
laspistol (godlike)
melta_gun (godlike)
multi_melta (godlike)
multi_melta_b_BIG_weapons_crusader_ranged_normal_speed_overheat_Slow_on_Crit (biggodlike)
needler_sniper_rifle (godlike)
needler_sniper_rifle_b_BIG_weapons_assassin_needler_Slow_on_Crit (biggodlike)
omnissian_axe_1skill (godlike)
omnissian_axe_2skill (godlike)
plasma_cannon (godlike)
plasma_cannon_b_BIG_weapons_crusader_ranged_normal_speed_overheat_Slow_on_Crit (biggodlike)
plasma_gun (godlike)
plasma_gun_b_BIG_weapons_crusader_ranged_normal_speed_overheat_Slow_on_Crit (biggodlike)
plasma_pistol (godlike)
plasma_pistol_b_BIG_weapons_crusader_ranged_normal_speed_overheat_Slow_on_Crit (biggodlike)
power_axe (godlike)
power_sword (godlike)
radium_carbine_1skill (godlike)
radium_carbine_2skill (godlike)
sentinel_armor_a_Crit_Slowgroup_armour (ancient)
shotgun (godlike)
stealth_bodysuit_a_Crit_Slowgroup_armour (ancient)
voltaic_axe_1skill (godlike)
voltaic_axe_2skill (godlike)
```


## Sniper_shot_gain_dot_poison:
```
exitus_rifle (godlike)
exitus_rifle_b_BIG_weapons_assassin_ranged_Sniper_shot_gain_dot_poison (biggodlike)
longlas_rifle (godlike)
longlas_rifle_b_BIG_weapons_assassin_ranged_Sniper_shot_gain_dot_poison (biggodlike)
needler_sniper_rifle (godlike)
needler_sniper_rifle_b_BIG_weapons_assassin_ranged_Sniper_shot_gain_dot_poison (biggodlike)
sniper_rifle (godlike)
sniper_rifle_b_BIG_weapons_assassin_ranged_Sniper_shot_gain_dot_poison (biggodlike)
```


## Special_hp_and_suppression_regen:
```
assault_armor (godlike)
demolition_armor (godlike)
sentinel_armor (godlike)
```


## Stun_in_Yellow:
```

```


## Suppression_against_Inferno:
```
signum_b_s1_avenger_emblem_Suppression_against_Inferno (biggodlike)
```


## Suppression_gain_and_pain_per_deflect:
```
storm_shield (godlike)
storm_shield_b_BIG_shields_Suppression_gain_and_pain_per_deflect (biggodlike)
suppression_shield (godlike)
suppression_shield_b_BIG_shields_Suppression_gain_and_pain_per_deflect (biggodlike)
```


## Surprise_duration_bonus_after_stealth:
```
eye_implant_a_Stealth_melee_eye (ancient)
fabricator_distortion_armour (godlike)
fabricator_distortion_armour_b_Big_armours_assassin_Surprise_duration_bonus_after_stealth (biggodlike)
hololithic_armour (godlike)
hololithic_armour_b_Big_armours_assassin_Surprise_duration_bonus_after_stealth (biggodlike)
stealth_bodysuit (godlike)
stealth_bodysuit_a_Stealth_melee_armour (ancient)
stealth_bodysuit_b_Big_armours_assassin_Surprise_duration_bonus_after_stealth (biggodlike)
```


## toxin_token_on_hit:
```
carthean_sword (godlike)
carthean_sword_b_BIG_weapons_assassin_melee_carthean_toxin_token_on_hit (biggodlike)
needler_sniper_rifle (godlike)
needler_sniper_rifle_b_BIG_weapons_assassin_needler_toxin_token_on_hit (biggodlike)
```


## Vulnerability_duration_bonus:
```
neural_implant_b_s1_lingering_embers_Vulnerability_duration_bonus (biggodlike)
```


## Warp_heat_per_sec:
```
aetherwalker_armour (godlike)
aetherwalker_armour_a_Low_warp_armour (ancient)
empyrean_armour (godlike)
empyrean_armour_a_Low_warp_armour (ancient)
warpbound_armour (godlike)
warpbound_armour_a_Low_warp_armour (ancient)
```


## Warp_heat_reduction_bonus:
```
force_rod (godlike)
force_rod_2 (godlike)
force_rod_2_a_Low_warp_weapon (ancient)
force_rod_2_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_rod_3 (godlike)
force_rod_3_a_Low_warp_weapon (ancient)
force_rod_3_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_rod_a_Low_warp_weapon (ancient)
force_rod_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_staff (godlike)
force_staff_2 (godlike)
force_staff_2_a_Low_warp_weapon (ancient)
force_staff_2_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_staff_3 (godlike)
force_staff_3_a_Low_warp_weapon (ancient)
force_staff_3_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_staff_a_Low_warp_weapon (ancient)
force_staff_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_sword (godlike)
force_sword_2 (godlike)
force_sword_2_a_Low_warp_weapon (ancient)
force_sword_2_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_sword_3 (godlike)
force_sword_3_a_Low_warp_weapon (ancient)
force_sword_3_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
force_sword_a_Low_warp_weapon (ancient)
force_sword_b_BIG_weapons_psyker_Warp_heat_reduction_bonus (biggodlike)
purity_seal_a_Low_warp_purity (ancient)
```


## Zeal_on_Crit:
```
aetherwalker_armour_b_Big_armours_psyker_Zeal_on_Crit (biggodlike)
assault_armor_b_Big_armours_crusader_Zeal_on_Crit (biggodlike)
demolition_armor_b_Big_armours_crusader_Zeal_on_Crit (biggodlike)
electroid_shielding_b_Big_armours_techadept_Zeal_on_Crit (biggodlike)
empyrean_armour_b_Big_armours_psyker_Zeal_on_Crit (biggodlike)
fabricator_distortion_armour_b_Big_armours_assassin_Zeal_on_Crit (biggodlike)
hololithic_armour_b_Big_armours_assassin_Zeal_on_Crit (biggodlike)
necromechanic_raiment_b_Big_armours_techadept_Zeal_on_Crit (biggodlike)
sentinel_armor_b_Big_armours_crusader_Zeal_on_Crit (biggodlike)
stealth_bodysuit_b_Big_armours_assassin_Zeal_on_Crit (biggodlike)
technomartyr_vestment_b_Big_armours_techadept_Zeal_on_Crit (biggodlike)
warpbound_armour_b_Big_armours_psyker_Zeal_on_Crit (biggodlike)
```


## Zeal_per_kill:
```
aetherwalker_armour (godlike)
aetherwalker_armour_b_Big_armours_psyker_Zeal_per_kill (biggodlike)
assault_armor (godlike)
assault_armor_b_Big_armours_crusader_Zeal_per_kill (biggodlike)
demolition_armor (godlike)
demolition_armor_b_Big_armours_crusader_Zeal_per_kill (biggodlike)
electroid_shielding (godlike)
electroid_shielding_b_Big_armours_techadept_Zeal_per_kill (biggodlike)
empyrean_armour (godlike)
empyrean_armour_b_Big_armours_psyker_Zeal_per_kill (biggodlike)
fabricator_distortion_armour (godlike)
fabricator_distortion_armour_b_Big_armours_assassin_Zeal_per_kill (biggodlike)
hololithic_armour (godlike)
hololithic_armour_b_Big_armours_assassin_Zeal_per_kill (biggodlike)
necromechanic_raiment (godlike)
necromechanic_raiment_b_Big_armours_techadept_Zeal_per_kill (biggodlike)
sentinel_armor (godlike)
sentinel_armor_b_Big_armours_crusader_Zeal_per_kill (biggodlike)
stealth_bodysuit (godlike)
stealth_bodysuit_b_Big_armours_assassin_Zeal_per_kill (biggodlike)
technomartyr_vestment (godlike)
technomartyr_vestment_b_Big_armours_techadept_Zeal_per_kill (biggodlike)
warpbound_armour (godlike)
warpbound_armour_b_Big_armours_psyker_Zeal_per_kill (biggodlike)
```

